@relation 'C__Users_jeimy_OneDrive_School_Classes_CAP4770 Data Mining_DM Project_Project Data'

@attribute text string
@attribute @@class@@ {HS,NonHS}

@data
'7418,If you find me funny it\'s only because you have serious issues and that shit is hot AF to me\r\n',NonHS
'7419,When you cut her off and the dick is bomb 44eRIbKkGx\r\n',NonHS
'7420,Pro Tip- Gray board shorts show a dick print just as good as gray sweats\r\n',NonHS
'7421,It must be amazing to be me\r\n',NonHS
'7422,Only I could get kicked out of a club for just being\r\n',NonHS
'7423,@Scouse_ma oh haiiiiiii 🌚\r\n',NonHS
'7424,When you send a dick pic and get no response d59S8D4yOO\r\n',NonHS
'7425,When you\'re at your ugly friends bachelorette party and you can\'t even get a text back k5pJA7WoG5\r\n',NonHS
'7426,No one gives less fucks than a grown man using a selfie stick in public\r\n',NonHS
'7427,Waking up seeing drunk texts you sent from the night before lfX8sWXbZA\r\n',NonHS
'7428,I started stroking it instead Msr9GptyPL\r\n',NonHS
'7429,Your the second one to say that but I still have it and can see it yXpJgcNKu6\r\n',NonHS
'7430,When I look at the shit that I post... zvfnvTfhsF\r\n',NonHS
'7431,The keyboard gangster starter pack fFTyzpKKBV\r\n',NonHS
'7432,I\'d make an acceptation for you 😘 ganNcNuI9g\r\n',NonHS
'7433,When someone ugly slides in your DM.... Naked... A4ntqO7SZ4\r\n',NonHS
'7434,@whitneyrawlins can I serve you dinner?\r\n',NonHS
'7435,When you wake in a randoms bed with no recollection of who she is or how you got there vhF2ZCHG1J\r\n',NonHS
'7436,I like to play a game called \'what idiots that I can\'t stand is FB gonna suggest I friend today\'\r\n',NonHS
'7437,When your friend moves away to be with someone... G0OfkDMnsb\r\n',NonHS
'7438,Friend- how\'s life treating you? Me- M7czFomIkN\r\n',NonHS
'7439,When your friend won\'t stop talking about their ex nT5HqU6NMW\r\n',NonHS
'7440,I assert my dominance like a cop doing the speed limit on the highway\r\n',NonHS
'7441,When you\'re up till 5am but had to be to work by 8:30 SZcNg2v3V3\r\n',NonHS
'7442,When you wake up and she\'s gone 5BNcoGKucT\r\n',NonHS
'7443,RT @themeredith: @Yourfuckboy1 I have actually asked \'why are you still here?\' to a man\'s face before.\r\n',NonHS
'7444,\"Stop confusing good sex with love, that\'s childish\"\r\n',NonHS
'7445,You down or nah? qHY06DBgCn\r\n',NonHS
'7446,Gross 😷 I don\'t date LvIBqDzCFw\r\n',NonHS
'7447,That\'s you tryna see me sfsedRrlqB\r\n',NonHS
'7448,\"People that hate on you that you\'ve done nothing to and don\'t know you are just jealous of you... Embrace it, you\'re doing something right\"\r\n',NonHS
'7449,Her- what should I call you Me- VSYVJBM4yu\r\n',NonHS
'7450,\"I don\'t need anyone on my dick, I stay on my own dick\"\r\n',NonHS
'7451,\"I thought I saw a dead dog on the side of the road and was about to lose it, but then I realized it was just a cat\"\r\n',NonHS
'7452,\"Beer, wine or liquor is the toughest decision I have to make everyday\"\r\n',NonHS
'7453,Watching kids grow up is fun... When they\'re not yours\r\n',NonHS
'7454,People- why are you so fucking mean Me- eDZNbplDu4\r\n',NonHS
'7455,I don\'t really have feelings but I\'m so good at faking it\r\n',NonHS
'7456,When the gangbang goes horribly wrong yfttbfM60W\r\n',NonHS
'7457,I\'ll show you mine if you show me yours\r\n',NonHS
'7458,My favorite DM is the one I have between both my accounts... It\'s where I @ people to block them... And I send myself dick pics\r\n',NonHS
'7459,When she thinks she won the argument but you tell her \'hold TF up\' then flip the whole thing on her ass PBAOxfOdiA\r\n',NonHS
'7460,FFS you\'re such a loser 😊 hYNJnOy1E5\r\n',NonHS
'7461,When your wingman gets bunned up and leaves you to fend for yourself 4bsZ8PISJc\r\n',NonHS
'7462,\"I\'m confident cause I\'ve earned the right to be, don\'t confuse that with arrogance\"\r\n',NonHS
'7463,Headed to Atlanta to fuck me a panda... Panda panda panda 🙃\r\n',NonHS
'7464,Me whenever anyone compliments me 9jjxn0lneR\r\n',NonHS
'7465,Friend- do you wanna drink today? Me- t7zlbHSerD\r\n',NonHS
'7466,I like people that don\'t say hi when they walk by... Those are my kind of people\r\n',NonHS
'7467,Waking up today like.... Q5op9KcqUg\r\n',NonHS
'7468,\"If you think you don\'t have a gag reflex, let me prove that you do...\"\r\n',NonHS
'7469,\"If you don\'t have haters you\'re doing somethin wrong... I got haters, stalkers and people that just plain don\'t like me... Luh u hoes\"\r\n',NonHS
'7470,This is my most accurate understanding of religion REvULxiqST\r\n',NonHS
'7471,Friend- you really need to chill on the drinking and sleeping around Me- SfPfJxhYzd\r\n',NonHS
'7472,Too bad you can\'t get abs from laughing at all the memes you steal... I\'d have a six pack by now 😉\r\n',NonHS
'7473,RT @themeredith: @Yourfuckboy1 is my #MCM because he gave me a dirty shout out on Instagram. #romancein2016\r\n',NonHS
'7474,@gypsyog guy or girl?\r\n',NonHS
'7475,When someone leaves a dumb comment fByPKwCCiX\r\n',NonHS
'7476,When you realize you\'re a mass murderer hSqoRI2IQV\r\n',NonHS
'7477,Don\'t tell me you have a pool of that shit ain\'t in the ground\r\n',NonHS
'7478,When all your friends are good people and you wonder why they like you for the piece of shit you are...\r\n',NonHS
'7479,I try 😘😘😘 V8ciLCqvJt\r\n',NonHS
'7480,I think it\'s fair to say that my cock and attitude have let me breeze through quite an amazing life\r\n',NonHS
'7481,\'I don\'t usually do this\' EtH66PckNk\r\n',NonHS
'7482,\'I\'m not like most girls\' wteG4OjEah\r\n',NonHS
'7483,Pro Tip- All girls like being told they\'re good girls\r\n',NonHS
'7484,Life Hack- If your dick game is strong you can get away with anything\r\n',NonHS
'7485,When it\'s time to switch up your roster nh2HKixZYW\r\n',NonHS
'7486,\"My head game is strong AF, but my head games are even stronger...\"\r\n',NonHS
'7487,Message me I\'ll show you S7u7VWsLfo\r\n',NonHS
'7488,\'Somebody better be fucking dead\' -me sitting in traffic\r\n',NonHS
'7489,\"They\'re replaceable, your time is not\"\r\n',NonHS
'7490,When you\'re dropping subtle hints that you need to be eaten out skCZ0Tbhzn\r\n',NonHS
'7491,When someone with stank breath tries talking to you ASyQxZrM3u\r\n',NonHS
'7492,When you wake up and your mouth is drier than the Sahara desert SBJppDP9Lq\r\n',NonHS
'7493,It\'s never personal with me cause I wouldn\'t ever care that much\r\n',NonHS
'7494,RT @AnnaDale32: Lol when you have two girlfriends @Yourfuckboy1 #huntermourer Bd8VcuYOB7\r\n',NonHS
'7495,These Donald Trump supporters are out of control... UgRqZAK7GK\r\n',NonHS
'7496,Her- I have a man Me- m1U02Zx5kM\r\n',NonHS
'7497,\"If your dick game is strong, she\'ll let you get away with anything as long as you\'re honest with her\"\r\n',NonHS
'7498,I\'ve decided to just live off of these NeMNTKrRx8\r\n',NonHS
'7499,When he tells you \'be a good girl and cum for daddy\' 39i8vHSiYS\r\n',NonHS
'7500,Merica... 😑 gTUKqHjiGS\r\n',NonHS
'7501,It\'s pathetic tbh UOxQbG1KVg\r\n',NonHS
'7502,I feel like post birth abortion should be a thing...\r\n',NonHS
'7503,It must suck to not be me\r\n',NonHS
'7504,\"Fuck tittie Tuesday, let\'s make twiddling twat Tuesday a thing\"\r\n',NonHS
'7505,When you\'re trying to enjoy a nice date but your boyfriend won\'t stop texting you and interrupting it g2ZGvzDOed\r\n',NonHS
'7506,\'There\'s no greater satisfaction than knowing you did it yourself\' -me when someone asks me for help\r\n',NonHS
'7507,Co worker- happy hump day! Me- FgLqvnMhFf\r\n',NonHS
'7508,What really happens when you send her a dick pic 1Hf2qIpTG4\r\n',NonHS
'7509,When all your friends are out hoe\'in and you\'re stuck at home in a shitty relationship X9oz1Tx7TC\r\n',NonHS
'7510,When you lose the shoot out so you start a new one MYjGztHuuw\r\n',NonHS
'7511,\"When you\'re having a conversation with someone, not listening and just don\'t care TMndzb8QUc\"\r\n',NonHS
'7512,Friend- any plans for the weekend? Me- ubhL9ABWCz\r\n',NonHS
'7513,People that know I\'m blacked out drunk and still continue to text me are the real MVP\r\n',NonHS
'7514,People that ask me to do things are the worst kind of people\r\n',NonHS
'7515,When you\'re looking at pictures from last night to see who stopped by cause you were blacked out\r\n',NonHS
'7516,Friend- do you wanna be buried or cremated? Me- uQSTSW8FTW\r\n',NonHS
'7517,Be the star of your own reality show... Be obsessed with yourself\r\n',NonHS
'7518,You could never comprehend the way my brain works\r\n',NonHS
'7519,I wish I could have all the money I\'ve spent on alcohol back... But still have had all of the alcohol too\r\n',NonHS
'7520,Her- don\'t I give the best head? Me- 8XQVoDtB3V\r\n',NonHS
'7521,When life gives you lemons just go masturbate and take a nap\r\n',NonHS
'7522,\"I find great peace in knowing at the end of the day, I\'m the only one I truly trust\"\r\n',NonHS
'7523,\"If you say \'bae\' to me, I assume you\'re talking about my Big Ass Erection cause I\'m not 12 and that word is dumb\"\r\n',NonHS
'7524,Prince think he slick AF... He got everyone out here fooled ZBbCxSWKVq\r\n',NonHS
'7525,Don\'t ever apologize for knowing your worth... Even if you\'re worthless\r\n',NonHS
'7526,Person- how are you always so happy Me- icBW3uCUD7\r\n',NonHS
'7527,It\'s very weird to me how I can be so in love with myself and just as disgusted with myself at the same time\r\n',NonHS
'7528,Me trying to flirt- I wanna eat your hot pocket\r\n',NonHS
'7529,\"Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me- ZAtn41RntL\"\r\n',NonHS
'7530,If her bio quotes a meme she fucks on the first date\r\n',NonHS
'7531,@kstad_rn you should date me then... But I don\'t date\r\n',NonHS
'7532,Me- so what are you into? Her- xjqTepfeMQ\r\n',NonHS
'7533,Me trying to flirt 981dEpUrQV\r\n',NonHS
'7534,When you wake up and the random didn\'t sneak out in the middle of the night xvBHsI1Xse\r\n',NonHS
'7535,\'Can this day get any worse\' -me waking up\r\n',NonHS
'7536,I can tell when your relationship is going well cause I don\'t hear from you\r\n',NonHS
'7537,When you find a bag of drugs on the ground j8JcFgLCHP\r\n',NonHS
'7538,\"If I watch your snap story, just know it because I\'m bored AF... I really don\'t care about you or your life\"\r\n',NonHS
'7539,Pro Tip- Fuck your followers\r\n',NonHS
'7540,You spelt penis wrong K6qIazcDY3\r\n',NonHS
'7541,How I sleep after getting off AZj5YpGsXH\r\n',NonHS
'7542,Same 😘😘😘😘 Q3M34viHKL\r\n',NonHS
'7543,Me and all my friends hate everyone... I sometimes wonder how we became friends\r\n',NonHS
'7544,\"A lot of people make me laugh, very few make me smile\"\r\n',NonHS
'7545,Blocking people is my cardio\r\n',NonHS
'7546,\"Pro Tip- Stop trying to appeal to my feelings, I don\'t have any\"\r\n',NonHS
'7547,I just got a ticket but in my defense I didn\'t want to\r\n',NonHS
'7548,\"I don\'t have to smile, my emojis do that for me\"\r\n',NonHS
'7549,@Snowgordon gotta pay the bills bruh\r\n',NonHS
'7550,When they REALLY don\'t want you to advertise 😂😂😂 r8LlzOk6ZZ\r\n',NonHS
'7551,\"I have no shame bruh, none at all LPOP5r2JMi\"\r\n',NonHS
'7552,There it is! 😂 DI1RnOOOam\r\n',NonHS
'7553,When someone online tries to come at me and thinks I care... 3ag1u1elsY\r\n',NonHS
'7554,\"I love the pussy pics I get all day long on snap but when I get sent a dick pic, I block for \'inappropriate snaps\' Does that make me sexist?\"\r\n',NonHS
'7555,When you get your ex as your waitress vN1DLRckDX\r\n',NonHS
'7556,Walking around with a half hard dick all day is a really good look on me\r\n',NonHS
'7557,I have an organic protein shake for you 😘 p1M4ngnWB2\r\n',NonHS
'7558,\"Do you know what they do to rapists in jail, dumbfuck? lol have fun tqs1pzyK9E\"\r\n',NonHS
'7559,@valentinaveshi thank you 😘\r\n',NonHS
'7560,\"If I make your day, you should see what I could do to your night 😌 GyHTNH6n8T\"\r\n',NonHS
'7561,RT @valentinaveshi: @Yourfuckboy1 I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.\r\n',NonHS
'7562,RT @valentinaveshi: It\'s not her fault that your dick is extra special. It makes people daydream ya know? xp fdNsjTRtag\r\n',NonHS
'7563,\"If you won\'t wash down your Plan B with my cum, you\'re not the girl for me\"\r\n',NonHS
'7564,Relationships are like hangovers... They make me miserable AF\r\n',NonHS
'7565,When your phones at 3\% but you\'re about to get laid... Zeeo339vrq\r\n',NonHS
'7566,Her- send me a dick pic Me-*sends dick pic* Her- that\'s photoshopped Me- AWKO4mEG5X\r\n',NonHS
'7567,When you realize tomorrow is Monday nIO6Qs5NY4\r\n',NonHS
'7568,Pro Tip- Stop thinking you are special... You in fact are not\r\n',NonHS
'7569,I\'m guessing the last guy she trusted gave her herpes... ll446hj6by\r\n',NonHS
'7570,Fish tacos 😛 spmXFclMkx\r\n',NonHS
'7571,When someone ugly tells you they\'re out of your league B0usHtGGzR\r\n',NonHS
'7572,When you\'re almost 30 and have run out of options... nmanGYfqTD\r\n',NonHS
'7573,When you\'re toasting your boy but you see your girl checkin a text O7E240Vgjr\r\n',NonHS
'7574,My whole life is a bunch of awkward situations strung together by alcohol\r\n',NonHS
'7575,When someone spends money copyrighting their shitty memes that no one would steal if you asked them to uVtSZMzp7G\r\n',NonHS
'7576,\"Playing Mr. nice guy will get you nowhere but home alone rubbing one out. Man up, cupcake\"\r\n',NonHS
'7577,Her- so what do you do for fun? Me- Ht22oFLqv2\r\n',NonHS
'7578,RT @themeredith: That awkward moment when you\'re on a date and \'Daddy YFB\' texts you...and your phone is face up on the table...@Yourfuckbo…\r\n',NonHS
'7579,I\'m just gonna leave this here.... G0ORAkB7df\r\n',NonHS
'7580,When you wanna eat your own ass HWwB7DafQm\r\n',NonHS
'7581,The 2016 savage award goes to this man FFa6Fw9y3r\r\n',NonHS
'7582,\'Y\'all are fucked up man. You wouldn\'t be doin this shit if I was white!\' HhsCF2rHCJ\r\n',NonHS
'7583,Seen it many times. Hair brushes too yGPJNmMz7g\r\n',NonHS
'7584,@themeredith the man is a legend in my mind 😂\r\n',NonHS
'7585,When you let a squirter sit on your face TZY98mInQ4\r\n',NonHS
'7586,All summer 16 tGQcT8CrAq\r\n',NonHS
'7587,\"I\'m too old for games... We either fuckin or we not... Either way, it\'s your loss or your gain... IDGAF either way\"\r\n',NonHS
'7588,My mouth stays shut... I cut people off for reasons they may never be smart enough to figure out\r\n',NonHS
'7589,When you see your friend that\'s in prison posting on Facebook... xvuC20qiFQ\r\n',NonHS
'7590,\"Me when I go anywhere, ever yuxIhSkpyJ\"\r\n',NonHS
'7591,My only goal in life is to fuck at least 1 follower from each social media platform... Twitter is the only 1 left... @themeredith your move\r\n',NonHS
'7592,Should I give you my number? YTdMFZwCdl\r\n',NonHS
'7593,HAHAHAHAHAPLEASEKILLMEHHAHAHAHHAHAHAHAHA 😫 FthUhJjMrm\r\n',NonHS
'7594,@_lextacyyy only when drunk or in bed... But I\'m always drunk\r\n',NonHS
'7595,RT @taxo__: When it\'s Friday &; you\'re feeling kinda Thugish💂�?� iCJJNtfnYb\r\n',NonHS
'7596,@fuck________off it must have been cause I didn\'t get it\r\n',NonHS
'7597,@fuck________off how\'s that?\r\n',NonHS
'7598,@fuck________off well what is your sc\r\n',NonHS
'7599,I say \'I do\' a lot for someone that would never say I do...\r\n',NonHS
'7600,One week into \'he cut you off and chill\' got you like... Y255LSP4KY\r\n',NonHS
'7601,Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same\r\n',NonHS
'7602,Well it\'s a mystery to me too PDMgmgL8DB\r\n',NonHS
'7603,When you\'re daydreaming about the dick you\'re gonna get later J7N9GWdakh\r\n',NonHS
'7604,\"I can find humor and a silver lining in any situation, that\'s why I live an amazing life... You should try it\"\r\n',NonHS
'7605,\"You don\'t have haters, people just hate you, dumb dumb\"\r\n',NonHS
'7606,When she knows just what to get you for Father\'s Day... tCBhkfCkT9\r\n',NonHS
'7607,Me- cusses out person for driving the wrong way in a parking lot Also me- drives wrong way in a parking lot\r\n',NonHS
'7608,Me when people take a post too seriously and I\'m reading their butt hurt comments D6HrPpScxp\r\n',NonHS
'7609,When your best friend gets out of that relationship and you finally have your hoe\'ing partner back r7INj9LPsG\r\n',NonHS
'7610,I hate it when people say they\'re never gonna talk to me again... And then they do...\r\n',NonHS
'7611,The \'I cheat on his ass\' starter app k5gHJKlAjT\r\n',NonHS
'7612,\"People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam\"\r\n',NonHS
'7613,\'You\'re the only one I\'m talking to\' Q6TLGRberM\r\n',NonHS
'7614,When you send nudes in public knowing people can see cause you know your shit is A1\r\n',NonHS
'7615,RT @SantinaDiMaggio: You don\'t need to explain your happiness to anyone.\r\n',NonHS
'7616,My rotation is like a revolving door\r\n',NonHS
'7617,When you\'re on a first date and they\'re already too clingy and touchy feely A5eReObkAr\r\n',NonHS
'7618,\"When you do finally give up and start buying them cats at least you won\'t have to drink alone, loser tcC03fZvSm\"\r\n',NonHS
'7619,\"If I invite you over to take shots, this is what you can expect 6foauUxkY0\"\r\n',NonHS
'7620,\"If you really wanna know what someone you\'re fucking thinks about you, make them show you how you\'re stored in their phone...\"\r\n',NonHS
'7621,\'Oh you\'re dating someone now?\' 5HjdmkXori\r\n',NonHS
'7622,When I send girls the videos we made azjiaa2Ts2\r\n',NonHS
'7623,When bae gives you a warm welcome home uBbuiBR7Qd\r\n',NonHS
'7624,Pro Tip- Never go down on someone that has food poisoning\r\n',NonHS
'7625,Shoutout to Rihanna for writing my theme song \'Sex With Me\'\r\n',NonHS
'7626,\'How do you live with yourself?\' gdY4lPtVI5\r\n',NonHS
'7627,Life\'s too short to be giving people second chances\r\n',NonHS
'7628,How I feel when I\'m drunk at the bar buying everyone shots Opm6ccZylT\r\n',NonHS
'7629,Shoutout to me for making the worst decision of my life 🙌�?�\r\n',NonHS
'7630,I wonder who the first person to think of a sewage system was... I mean there must have been shit everywhere\r\n',NonHS
'7631,When your friend owes you money and they\'re taking a little too long to pay you back wReKiIdH0c\r\n',NonHS
'7632,When you\'re at the point of drinking just to stay awake but then you blackout and pass out during sex anyway\r\n',NonHS
'7633,Ego\'s bruise harder than any belt ever could\r\n',NonHS
'7634,He just kept screaming \'is it too late now to say sorrrrry?!\' 6XU2qMmkuZ\r\n',NonHS
'7635,Your hoes vs my hoes H6Xe6jQY6u\r\n',NonHS
'7636,Me- refuses to answer anyone\'s phone calls Also me- infuriated when people don\'t answer my phone calls\r\n',NonHS
'7637,Same. We really are soulmates... Dumb AF but soulmates nonetheless 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃 ZwXTny02jj\r\n',NonHS
'7638,\"I don\'t run from my problems, I laugh at them and act like they don\'t exists like a normal human being\"\r\n',NonHS
'7639,\"I\'m unfollowing, I don\'t need this kind of negativity in my life bgdVSrGilU\"\r\n',NonHS
'7640,My whole life is one big sexual innuendo\r\n',NonHS
'7641,When your phone goes dry for more than 2 1/2 minutes SY8xAFCtUU\r\n',NonHS
'7642,When you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol\r\n',NonHS
'7643,Idk why people tell me their problems... All I do is repeatedly ask \'why\' like a 4 year old that\'s not getting his way... Then I laugh\r\n',NonHS
'7644,@queensoverbitch 😭😭😭😭😭\r\n',NonHS
'7645,@queensoverbitch I like Twitter cause we\'re so irrelevant here that no one pays attention to us 😫😂\r\n',NonHS
'7646,Merica AF 💪�?� 4AQOWUssSq\r\n',NonHS
'7647,Me flirting- So tell me about your father...\r\n',NonHS
'7648,Me flirting- Tell me about your father... Start at the part when he left... xRWJiz0gKU\r\n',NonHS
'7649,Shoutout to me for being fucking AWESOME\r\n',NonHS
'7650,\"Me trying to flirt- Hey cum dumpster, wanna fuck?\"\r\n',NonHS
'7651,Anytime someone snapchat calls me I assume it was an accident... Cause as a human being you should know that\'s not what phones are for\r\n',NonHS
'7652,When your Mexican friend texts you \'viva la Mexico\' on the 4th of July cH6Jrqmx2K\r\n',NonHS
'7653,Wearing extensions around me is as dumb as wearing panties around me... They both getting ripped off of you\r\n',NonHS
'7654,Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y\'all patriotic AF\r\n',NonHS
'7655,When your inner unicorn is showing HY6MK3hMxf\r\n',NonHS
'7656,When you just stuffed your fucking face and the waiter asks you if you want dessert 5XNoVIOZpL\r\n',NonHS
'7657,When you\'re on a date with someone that won\'t stop talking about their ex mKfGcsvUir\r\n',NonHS
'7658,Pathetic is not attractive\r\n',NonHS
'7659,RT @Scouse_ma: 😂😂😂 ueBm0enQzH\r\n',NonHS
'7660,RT @T_Bonezzz_: My signature move is out of your life.\r\n',NonHS
'7661,After we\'ve had sex once LpXDbTkLQX\r\n',NonHS
'7662,And people with ugly faces should wear masks NduTR125v1\r\n',NonHS
'7663,*cough cough* loser rRDUZpaPbs\r\n',NonHS
'7664,When you get to the liquor store with 2 minutes till closing and they\'re locking the door EcPZKhGS9Z\r\n',NonHS
'7665,\"When you think you finally found the one, then you find out he cries after he cums YVplrt2C8j\"\r\n',NonHS
'7666,\"Friend- it\'s been a long time, what have you been up to? Me- uxlGtLRo4A\"\r\n',NonHS
'7667,When your pathetic ex finally dies lnIDW2t1x0\r\n',NonHS
'7668,If you only knew what your name is in my phone. 😈\r\n',NonHS
'7669,Me- I read this article about it Also me- I really just read the headline and made up the rest\r\n',NonHS
'7670,Ever been so hungover that your stomach feels like it\'s eating itself\r\n',NonHS
'7671,How I feel when I buy a round of shots lrYT4GqRHD\r\n',NonHS
'7672,\"@SantinaDiMaggio but seriously, the silver looks sexy AF and like very easy access to give you your birthday spankings 😘\"\r\n',NonHS
'7673,@SantinaDiMaggio good girl\r\n',NonHS
'7674,\"Do you ever look at certain people and think, if I ever look like that just kill me\"\r\n',NonHS
'7675,Do you ever see people in your feed and think \'lol I fucked you\'\r\n',NonHS
'7676,When you\'re high AF on FaceTime tuning out a friend that ranting and you tap the screen to see when the video is going to be over\r\n',NonHS
'7677,Mood GO HOME AND GET YA FUCKIN SHINE BOX\r\n',NonHS
'7678,How to kidnap me Q46Xocec8k\r\n',NonHS
'7679,Friend- I\'m getting married Me- hzRDvjRHJU\r\n',NonHS
'7680,Don\'t text these hoes... If you\'re doing your job right they\'ll text you when you\'re needed\r\n',NonHS
'7681,Thems the rules wzIxnA6BCA\r\n',NonHS
'7682,You ever look at someone and think \'yeah Ima fuck you\'\r\n',NonHS
'7683,RT @valentinaveshi: My kind of Pokemon presented by the best: @Yourfuckboy1 lJ68uo0xrG\r\n',NonHS
'7684,When your selfie game is weak AF Q7lwtaWRxG\r\n',NonHS
'7685,When his dick game is garbage but his mouth game is fire AF kLB5844oPj\r\n',NonHS
'7686,\"Yeah, I text back in a timely manner... I\'m about getting laid not playing games\"\r\n',NonHS
'7687,When you stick it in the wrong hole on \'accident\' KHAxEv48Bb\r\n',NonHS
'7688,Talent- Meeting up with complete strangers for sex\r\n',NonHS
'7689,When it goes from \'you gotta wear a condom\' to \'just don\'t cum in me\' tA6EvK1vSF\r\n',NonHS
'7690,\"Friend- she\'s cool, you should keep this one around Me- Ii4QYJolR9\"\r\n',NonHS
'7691,@themeredith 💀💀💀\r\n',NonHS
'7692,\"RT @themeredith: \'You know, the thing is...we ate drugs so...\' -my basic excuse for not doing things\"\r\n',NonHS
'7693,When the gut rot kicks in after a long weekend of drinking DltmhryxtZ\r\n',NonHS
'7694,When you forget to finish contouring b5z1mqeZU1\r\n',NonHS
'7695,Sometimes I just wanna crash into psychic reading places and ask them if they saw that coming...\r\n',NonHS
'7696,When you\'re leaving the dick appointment and it was fire AF SN59E3Fzya\r\n',NonHS
'7697,\"Plastic surgeon- what can I do for you, Khloe? Khloe- just make me less ugly Plastic surgeon- say no more, fam MaCLGFw5Mf\"\r\n',NonHS
'7698,@taxo__ @Scouse_ma 😂😂😂😂\r\n',NonHS
'7699,\"I wanna care sometimes, but this \'fuck it, who cares\' attitude is too strong\"\r\n',NonHS
'7700,Idk how to feel about the tweet that followed this 🤔 93VeLIGIrR\r\n',NonHS
'7701,The savagery OMpWNvbUoA\r\n',NonHS
'7702,I just want a bank account as strong as that chair z0SjeHSGhT\r\n',NonHS
'7703,I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life\r\n',NonHS
'7704,@fuck________off my age but wishes she was younger\r\n',NonHS
'7705,You\'d have to ask @instagram cause they have yet to respond to me Fe3J4jPO66\r\n',NonHS
'7706,@adprovost10 😭😭😭😭 nah man\r\n',NonHS
'7707,\"You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?\"\r\n',NonHS
'7708,Don\'t try to show off in front of girls by trying to talk down to other men... It comes across as pathetic...\r\n',NonHS
'7709,When you know your worth... RxKr2noOwI\r\n',NonHS
'7710,The real key to life is staying ahead of the game\r\n',NonHS
'7711,\"If he likes cheese on his pizza, he\'s an asshole. �?�\"\r\n',NonHS
'7712,Pokemon go is quite in fact the real walking dead\r\n',NonHS
'7713,When you see someone you know on tinder so you super like them and they never talk to you again �?\r\n',NonHS
'7714,Vodka is my spirit animal\r\n',NonHS
'7715,\"You ever be drivin and briefly forget where you are, where you\'re going, how you got there, who you are or why you\'re alive? Cause same\"\r\n',NonHS
'7716,@ayeeetippp same AF\r\n',NonHS
'7717,\"I\'m voting for Marion Barry for president... That\'s right, a dead crackhead is a better choice than what\'s being offered\"\r\n',NonHS
'7718,50 years after you decided you\'d never try anal... Ex0fNhFa3T\r\n',NonHS
'7719,@instagram is like the Donald Trump of social media sites the way they\'re just purging pages for no apparent reason\r\n',NonHS
'7720,The \'I can\'t get a date so Ima just take one\' starter pack sGd8AMm2LH\r\n',NonHS
'7721,RT @themrsqueenbee: I\'m just a materialistic narcissist who enjoys a life of leisure. 🕶\r\n',NonHS
'7722,Might thrown a coffee in with it 😇 u6Us8yDSv8\r\n',NonHS
'7723,Snapchat updates their app and it becomes amazing.. Instagram updates their app and it goes to complete fucking shit WhEbXuF66v\r\n',NonHS
'7724,\"RT @taxo__: Her:I don\'t get what u want outta this relationship Him:Well, I was only looking for a bj but u kept coming back l…\"\r\n',NonHS
'7725,\"@instagram ok guys, jokes over... We all had a good laugh, you can give me my account back now 🤗\"\r\n',NonHS
'7726,When you and your girlfriend are so close that you\'re best friends.. So much so that you just wanna tell her about the other girls ur fuckin\r\n',NonHS
'7727,Yes they did wbXaXUKaoV\r\n',NonHS
'7728,@twodudesinapool @instagram one bs template email but nothing solid. This is my 5th deletion\r\n',NonHS
'7729,@twodudesinapool @instagram it\'s absolutely ridiculous especially after jumping through hoops to get it back last time\r\n',NonHS
'7730,Pokemon Gooooooo fuck yourself\r\n',NonHS
'7731,The evolution of a Kardashian HOXT9lsXsK\r\n',NonHS
'7732,\"When you and your friends are discussing Instagram\'s great purge of 2016, wondering who\'s gonna be next me5ydanJ8a\"\r\n',NonHS
'7733,The best way to stay off the grid is by posting about it 05zkz1wAam\r\n',NonHS
'7734,Me flirting- So how do you feel about abortion?\r\n',NonHS
'7735,When someone tries to correct my grammar Hjiq7gONyy\r\n',NonHS
'7736,Yeah last week. Using @ your_fuckboy_ for now TtLECarkZo\r\n',NonHS
'7737,Idk who these things are or why they\'re popular all of the sudden... And that\'s my meme about that qpznqPh5rT\r\n',NonHS
'7738,I mean... You got one from me and I don\'t ever do that so.... 😘 9vQZkzo4x1\r\n',NonHS
'7739,Sending you one now 😘 f82ffWWvWX\r\n',NonHS
'7740,\"My refrigerator is filled with nothing but organic fruits and vegetables and alcohol, cause life is all about balance\"\r\n',NonHS
'7741,I never realize how long a minute actually is until I get stuck listening to a minute long voice memo about a bunch of shit idgaf about\r\n',NonHS
'7742,When she\'s rockin roast beef so you decide to play with it xECz1LJVpW\r\n',NonHS
'7743,When they won\'t stop talking about their ex on a first date bMaUCwnx45\r\n',NonHS
'7744,@KimmyK02 none\r\n',NonHS
'7745,\"If your man has an android, you\'re allowed to cheat on him\"\r\n',NonHS
